,school,date,count,school_year
5063,USC,2015-10-10,0,2015-2016
5064,USC,2015-10-11,0,2015-2016
5065,USC,2015-10-12,1,2015-2016
5066,USC,2015-10-13,0,2015-2016
5067,USC,2015-10-14,0,2015-2016
5068,USC,2015-10-15,0,2015-2016
5069,USC,2015-10-16,0,2015-2016
5070,USC,2015-10-17,0,2015-2016
5071,USC,2015-10-18,0,2015-2016
5072,USC,2015-10-19,0,2015-2016
5073,USC,2015-10-20,0,2015-2016
5074,USC,2015-10-21,0,2015-2016
5075,USC,2015-10-22,0,2015-2016
5076,USC,2015-10-23,0,2015-2016
5077,USC,2015-10-24,0,2015-2016
5078,USC,2015-10-25,0,2015-2016
5079,USC,2015-10-26,0,2015-2016
5080,USC,2015-10-27,0,2015-2016
5081,USC,2015-10-28,0,2015-2016
5082,USC,2015-10-29,0,2015-2016
5083,USC,2015-10-30,0,2015-2016
5084,USC,2015-10-31,0,2015-2016
5085,USC,2015-11-01,0,2015-2016
5086,USC,2015-11-02,0,2015-2016
5087,USC,2015-11-03,0,2015-2016
5088,USC,2015-11-04,0,2015-2016
5089,USC,2015-11-05,0,2015-2016
5090,USC,2015-11-06,0,2015-2016
5091,USC,2015-11-07,0,2015-2016
5092,USC,2015-11-08,0,2015-2016
5093,USC,2015-11-09,0,2015-2016
5094,USC,2015-11-10,0,2015-2016
5095,USC,2015-11-11,0,2015-2016
5096,USC,2015-11-12,0,2015-2016
5097,USC,2015-11-13,0,2015-2016
5098,USC,2015-11-14,0,2015-2016
5099,USC,2015-11-15,0,2015-2016
5100,USC,2015-11-16,0,2015-2016
5101,USC,2015-11-17,0,2015-2016
5102,USC,2015-11-18,0,2015-2016
5103,USC,2015-11-19,0,2015-2016
5104,USC,2015-11-20,0,2015-2016
5105,USC,2015-11-21,0,2015-2016
5106,USC,2015-11-22,0,2015-2016
5107,USC,2015-11-23,0,2015-2016
5108,USC,2015-11-24,0,2015-2016
5109,USC,2015-11-25,0,2015-2016
5110,USC,2015-11-26,0,2015-2016
5111,USC,2015-11-27,0,2015-2016
5112,USC,2015-11-28,0,2015-2016
5113,USC,2015-11-29,0,2015-2016
5114,USC,2015-11-30,0,2015-2016
5115,USC,2015-12-01,0,2015-2016
5116,USC,2015-12-02,0,2015-2016
5117,USC,2015-12-03,0,2015-2016
5118,USC,2015-12-04,0,2015-2016
5119,USC,2015-12-05,0,2015-2016
5120,USC,2015-12-06,0,2015-2016
5121,USC,2015-12-07,0,2015-2016
5122,USC,2015-12-08,0,2015-2016
5123,USC,2015-12-11,0,2015-2016
5124,USC,2015-12-12,0,2015-2016
5125,USC,2015-12-13,0,2015-2016
5126,USC,2015-12-14,0,2015-2016
5127,USC,2015-12-15,0,2015-2016
5128,USC,2015-12-16,0,2015-2016
5129,USC,2015-12-17,0,2015-2016
5130,USC,2015-12-19,0,2015-2016
5131,USC,2015-12-21,0,2015-2016
5132,USC,2015-12-29,0,2015-2016
5133,USC,2015-12-31,0,2015-2016
5134,USC,2016-01-03,0,2015-2016
5135,USC,2016-01-07,0,2015-2016
5136,USC,2016-01-09,0,2015-2016
5137,USC,2016-01-11,0,2015-2016
5138,USC,2016-01-12,0,2015-2016
5139,USC,2016-01-13,0,2015-2016
5140,USC,2016-01-14,0,2015-2016
5141,USC,2016-01-15,0,2015-2016
5142,USC,2016-01-16,0,2015-2016
5143,USC,2016-01-17,0,2015-2016
5144,USC,2016-01-18,0,2015-2016
5145,USC,2016-01-19,0,2015-2016
5146,USC,2016-01-20,0,2015-2016
5147,USC,2016-01-21,0,2015-2016
5148,USC,2016-01-22,0,2015-2016
5149,USC,2016-01-24,0,2015-2016
5150,USC,2016-01-25,0,2015-2016
5151,USC,2016-01-26,0,2015-2016
5152,USC,2016-01-27,0,2015-2016
5153,USC,2016-01-28,0,2015-2016
5154,USC,2016-01-29,0,2015-2016
5155,USC,2016-01-30,0,2015-2016
5156,USC,2016-01-31,0,2015-2016
5157,USC,2016-02-01,0,2015-2016
5158,USC,2016-02-02,0,2015-2016
5159,USC,2016-02-03,0,2015-2016
5160,USC,2016-02-04,0,2015-2016
5161,USC,2016-02-05,0,2015-2016
5162,USC,2016-02-06,0,2015-2016
5163,USC,2016-02-07,0,2015-2016
5164,USC,2016-02-08,0,2015-2016
5165,USC,2016-02-09,0,2015-2016
5166,USC,2016-02-10,0,2015-2016
5167,USC,2016-02-11,0,2015-2016
5168,USC,2016-02-12,0,2015-2016
5169,USC,2016-02-13,0,2015-2016
5170,USC,2016-02-14,0,2015-2016
5171,USC,2016-02-15,0,2015-2016
5172,USC,2016-02-16,0,2015-2016
5173,USC,2016-02-17,0,2015-2016
5174,USC,2016-02-18,0,2015-2016
5175,USC,2016-02-19,0,2015-2016
5176,USC,2016-02-21,0,2015-2016
5177,USC,2016-02-22,0,2015-2016
5178,USC,2016-02-23,0,2015-2016
5179,USC,2016-02-24,0,2015-2016
5180,USC,2016-02-25,0,2015-2016
5181,USC,2016-02-26,0,2015-2016
5182,USC,2016-02-28,0,2015-2016
5183,USC,2016-02-29,0,2015-2016
5184,USC,2016-03-01,0,2015-2016
5185,USC,2016-03-02,0,2015-2016
5186,USC,2016-03-03,0,2015-2016
5187,USC,2016-03-04,0,2015-2016
5188,USC,2016-03-05,0,2015-2016
5189,USC,2016-03-06,0,2015-2016
5190,USC,2016-03-07,0,2015-2016
5191,USC,2016-03-08,0,2015-2016
5192,USC,2016-03-09,0,2015-2016
5193,USC,2016-03-10,0,2015-2016
5194,USC,2016-03-11,0,2015-2016
5195,USC,2016-03-12,0,2015-2016
5196,USC,2016-03-13,0,2015-2016
5197,USC,2016-03-17,0,2015-2016
5198,USC,2016-03-19,0,2015-2016
5199,USC,2016-03-21,0,2015-2016
5200,USC,2016-03-22,0,2015-2016
5201,USC,2016-03-23,0,2015-2016
5202,USC,2016-03-24,0,2015-2016
5203,USC,2016-03-25,0,2015-2016
5204,USC,2016-03-26,0,2015-2016
5205,USC,2016-03-27,0,2015-2016
5206,USC,2016-03-28,0,2015-2016
5207,USC,2016-03-29,0,2015-2016
5208,USC,2016-03-30,1,2015-2016
5209,USC,2016-03-31,1,2015-2016
5210,USC,2016-04-01,0,2015-2016
5211,USC,2016-04-02,0,2015-2016
5212,USC,2016-04-03,0,2015-2016
5213,USC,2016-04-04,0,2015-2016
5214,USC,2016-04-05,0,2015-2016
5215,USC,2016-04-06,0,2015-2016
5216,USC,2016-04-07,0,2015-2016
5217,USC,2016-04-08,0,2015-2016
5218,USC,2016-04-10,0,2015-2016
5219,USC,2016-04-11,0,2015-2016
5220,USC,2016-04-12,0,2015-2016
5221,USC,2016-04-13,0,2015-2016
5222,USC,2016-04-14,1,2015-2016
5223,USC,2016-04-15,0,2015-2016
5224,USC,2016-04-16,0,2015-2016
5225,USC,2016-04-17,0,2015-2016
5226,USC,2016-04-18,0,2015-2016
5227,USC,2016-04-19,0,2015-2016
5228,USC,2016-04-20,1,2015-2016
5229,USC,2016-04-21,0,2015-2016
5230,USC,2016-04-22,0,2015-2016
5231,USC,2016-04-24,0,2015-2016
5232,USC,2016-04-25,0,2015-2016
5233,USC,2016-04-26,0,2015-2016
5234,USC,2016-04-27,0,2015-2016
5235,USC,2016-04-28,0,2015-2016
5236,USC,2016-04-29,0,2015-2016
5237,USC,2016-04-30,0,2015-2016
5238,USC,2016-05-01,0,2015-2016
5239,USC,2016-05-03,0,2015-2016
5240,USC,2016-05-04,0,2015-2016
5241,USC,2016-05-12,0,2015-2016
5242,USC,2016-05-14,0,2015-2016
5243,USC,2016-05-17,0,2015-2016
5244,USC,2016-05-18,0,2015-2016
5245,USC,2016-05-24,0,2015-2016
5246,USC,2016-05-25,0,2015-2016
5247,USC,2016-05-31,0,2015-2016
5248,USC,2016-06-01,0,2015-2016
5249,USC,2016-06-07,0,2015-2016
5250,USC,2016-06-08,0,2015-2016
5251,USC,2016-06-14,0,2015-2016
5252,USC,2016-06-15,0,2015-2016
5253,USC,2016-06-21,0,2015-2016
5254,USC,2016-06-22,0,2015-2016
5255,USC,2016-06-28,0,2015-2016
5256,USC,2016-06-29,0,2015-2016
5257,USC,2016-07-07,0,2015-2016
5258,USC,2016-07-28,0,2015-2016
5259,USC,2016-08-12,0,2016-2017
5260,USC,2016-08-17,0,2016-2017
5261,USC,2016-08-20,0,2016-2017
5262,USC,2016-08-22,0,2016-2017
5263,USC,2016-08-23,0,2016-2017
5264,USC,2016-08-24,0,2016-2017
5265,USC,2016-08-25,0,2016-2017
5266,USC,2016-08-26,0,2016-2017
5267,USC,2016-08-27,0,2016-2017
5268,USC,2016-08-28,0,2016-2017
5269,USC,2016-08-29,0,2016-2017
5270,USC,2016-08-30,0,2016-2017
5271,USC,2016-08-31,0,2016-2017
5272,USC,2016-09-01,0,2016-2017
5273,USC,2016-09-02,0,2016-2017
5274,USC,2016-09-03,0,2016-2017
5275,USC,2016-09-04,0,2016-2017
5276,USC,2016-09-05,0,2016-2017
5277,USC,2016-09-06,0,2016-2017
5278,USC,2016-09-07,0,2016-2017
5279,USC,2016-09-08,0,2016-2017
5280,USC,2016-09-09,0,2016-2017
5281,USC,2016-09-10,0,2016-2017
5282,USC,2016-09-11,0,2016-2017
5283,USC,2016-09-12,0,2016-2017
5284,USC,2016-09-13,1,2016-2017
5285,USC,2016-09-14,0,2016-2017
5286,USC,2016-09-15,0,2016-2017
5287,USC,2016-09-16,0,2016-2017
5288,USC,2016-09-17,0,2016-2017
5289,USC,2016-09-18,0,2016-2017
5290,USC,2016-09-19,0,2016-2017
5291,USC,2016-09-20,0,2016-2017
5292,USC,2016-09-21,0,2016-2017
5293,USC,2016-09-22,0,2016-2017
5294,USC,2016-09-23,0,2016-2017
5295,USC,2016-09-24,0,2016-2017
5296,USC,2016-09-25,0,2016-2017
5297,USC,2016-09-26,0,2016-2017
5298,USC,2016-09-27,0,2016-2017
5299,USC,2016-09-28,0,2016-2017
5300,USC,2016-09-29,0,2016-2017
5301,USC,2016-09-30,0,2016-2017
5302,USC,2016-10-01,0,2016-2017
5303,USC,2016-10-02,0,2016-2017
5304,USC,2016-10-03,0,2016-2017
5305,USC,2016-10-04,0,2016-2017
5306,USC,2016-10-05,1,2016-2017
5307,USC,2016-10-06,0,2016-2017
5308,USC,2016-10-07,0,2016-2017
5309,USC,2016-10-08,0,2016-2017
5310,USC,2016-10-09,0,2016-2017
5311,USC,2016-10-10,0,2016-2017
5312,USC,2016-10-11,0,2016-2017
5313,USC,2016-10-12,0,2016-2017
5314,USC,2016-10-13,0,2016-2017
5315,USC,2016-10-14,0,2016-2017
5316,USC,2016-10-15,0,2016-2017
5317,USC,2016-10-16,0,2016-2017
5318,USC,2016-10-17,0,2016-2017
5319,USC,2016-10-18,0,2016-2017
5320,USC,2016-10-19,0,2016-2017
5321,USC,2016-10-20,0,2016-2017
5322,USC,2016-10-21,0,2016-2017
5323,USC,2016-10-23,0,2016-2017
5324,USC,2016-10-24,0,2016-2017
5325,USC,2016-10-25,0,2016-2017
5326,USC,2016-10-26,0,2016-2017
5327,USC,2016-10-27,0,2016-2017
5328,USC,2016-10-28,0,2016-2017
5329,USC,2016-10-30,0,2016-2017
5330,USC,2016-10-31,0,2016-2017
5331,USC,2016-11-01,0,2016-2017
5332,USC,2016-11-02,0,2016-2017
5333,USC,2016-11-03,1,2016-2017
5334,USC,2016-11-04,0,2016-2017
5335,USC,2016-11-05,0,2016-2017
5336,USC,2016-11-06,0,2016-2017
5337,USC,2016-11-07,1,2016-2017
5338,USC,2016-11-08,0,2016-2017
5339,USC,2016-11-09,0,2016-2017
5340,USC,2016-11-10,0,2016-2017
5341,USC,2016-11-11,0,2016-2017
5342,USC,2016-11-12,0,2016-2017
5343,USC,2016-11-13,0,2016-2017
5344,USC,2016-11-14,0,2016-2017
5345,USC,2016-11-15,0,2016-2017
5346,USC,2016-11-16,0,2016-2017
5347,USC,2016-11-17,0,2016-2017
5348,USC,2016-11-18,0,2016-2017
5349,USC,2016-11-19,0,2016-2017
5350,USC,2016-11-20,0,2016-2017
5351,USC,2016-11-21,0,2016-2017
5352,USC,2016-11-22,0,2016-2017
5353,USC,2016-11-25,0,2016-2017
5354,USC,2016-11-26,0,2016-2017
5355,USC,2016-11-28,0,2016-2017
5356,USC,2016-11-29,0,2016-2017
5357,USC,2016-11-30,0,2016-2017
5358,USC,2016-12-01,0,2016-2017
5359,USC,2016-12-02,0,2016-2017
5360,USC,2016-12-03,0,2016-2017
5361,USC,2016-12-04,0,2016-2017
5362,USC,2016-12-05,0,2016-2017
5363,USC,2016-12-06,0,2016-2017
5364,USC,2016-12-08,0,2016-2017
5365,USC,2016-12-11,0,2016-2017
5366,USC,2016-12-14,0,2016-2017
5367,USC,2016-12-30,0,2016-2017
5368,USC,2016-12-31,0,2016-2017
5369,USC,2017-01-01,0,2016-2017
5370,USC,2017-01-02,0,2016-2017
5371,USC,2017-01-03,0,2016-2017
5372,USC,2017-01-04,0,2016-2017
5373,USC,2017-01-07,0,2016-2017
5374,USC,2017-01-09,0,2016-2017
5375,USC,2017-01-10,0,2016-2017
5376,USC,2017-01-11,0,2016-2017
5377,USC,2017-01-12,0,2016-2017
5378,USC,2017-01-13,0,2016-2017
5379,USC,2017-01-16,0,2016-2017
5380,USC,2017-01-17,0,2016-2017
5381,USC,2017-01-18,0,2016-2017
5382,USC,2017-01-19,0,2016-2017
5383,USC,2017-01-20,0,2016-2017
5384,USC,2017-01-21,0,2016-2017
5385,USC,2017-01-22,0,2016-2017
5386,USC,2017-01-23,0,2016-2017
5387,USC,2017-01-24,0,2016-2017
5388,USC,2017-01-25,0,2016-2017
5389,USC,2017-01-26,0,2016-2017
5390,USC,2017-01-27,0,2016-2017
5391,USC,2017-01-28,0,2016-2017
5392,USC,2017-01-29,0,2016-2017
5393,USC,2017-01-30,0,2016-2017
5394,USC,2017-01-31,0,2016-2017
5395,USC,2017-02-01,0,2016-2017
5396,USC,2017-02-02,0,2016-2017
5397,USC,2017-02-03,0,2016-2017
5398,USC,2017-02-04,0,2016-2017
5399,USC,2017-02-05,0,2016-2017
5400,USC,2017-02-06,0,2016-2017
5401,USC,2017-02-07,0,2016-2017
5402,USC,2017-02-08,0,2016-2017
5403,USC,2017-02-09,0,2016-2017
5404,USC,2017-02-10,0,2016-2017
5405,USC,2017-02-12,0,2016-2017
5406,USC,2017-02-13,0,2016-2017
5407,USC,2017-02-14,0,2016-2017
5408,USC,2017-02-15,1,2016-2017
5409,USC,2017-02-16,0,2016-2017
5410,USC,2017-02-17,0,2016-2017
5411,USC,2017-02-19,0,2016-2017
5412,USC,2017-02-21,0,2016-2017
5413,USC,2017-02-22,0,2016-2017
5414,USC,2017-02-23,0,2016-2017
5415,USC,2017-02-24,0,2016-2017
5416,USC,2017-02-26,0,2016-2017
5417,USC,2017-02-27,0,2016-2017
5418,USC,2017-02-28,0,2016-2017
5419,USC,2017-03-01,0,2016-2017
5420,USC,2017-03-02,0,2016-2017
5421,USC,2017-03-03,0,2016-2017
5422,USC,2017-03-04,0,2016-2017
5423,USC,2017-03-05,0,2016-2017
5424,USC,2017-03-06,0,2016-2017
5425,USC,2017-03-07,0,2016-2017
5426,USC,2017-03-08,0,2016-2017
5427,USC,2017-03-09,0,2016-2017
5428,USC,2017-03-12,0,2016-2017
5429,USC,2017-03-15,0,2016-2017
5430,USC,2017-03-17,0,2016-2017
5431,USC,2017-03-19,0,2016-2017
5432,USC,2017-03-20,0,2016-2017
5433,USC,2017-03-21,0,2016-2017
5434,USC,2017-03-22,0,2016-2017
5435,USC,2017-03-23,0,2016-2017
5436,USC,2017-03-24,0,2016-2017
5437,USC,2017-03-26,0,2016-2017
5438,USC,2017-03-27,0,2016-2017
5439,USC,2017-03-28,0,2016-2017
5440,USC,2017-03-29,0,2016-2017
5441,USC,2017-03-30,0,2016-2017
5442,USC,2017-03-31,0,2016-2017
5443,USC,2017-04-01,0,2016-2017
5444,USC,2017-04-02,0,2016-2017
5445,USC,2017-04-03,0,2016-2017
5446,USC,2017-04-04,0,2016-2017
5447,USC,2017-04-05,0,2016-2017
5448,USC,2017-04-06,1,2016-2017
5449,USC,2017-04-07,0,2016-2017
5450,USC,2017-04-08,0,2016-2017
5451,USC,2017-04-09,0,2016-2017
5452,USC,2017-04-10,0,2016-2017
5453,USC,2017-04-11,0,2016-2017
5454,USC,2017-04-12,0,2016-2017
5455,USC,2017-04-13,0,2016-2017
5456,USC,2017-04-14,0,2016-2017
5457,USC,2017-04-16,0,2016-2017
5458,USC,2017-04-17,0,2016-2017
5459,USC,2017-04-18,0,2016-2017
5460,USC,2017-04-19,0,2016-2017
5461,USC,2017-04-20,0,2016-2017
5462,USC,2017-04-21,0,2016-2017
5463,USC,2017-04-23,0,2016-2017
5464,USC,2017-04-24,0,2016-2017
5465,USC,2017-04-25,0,2016-2017
5466,USC,2017-04-26,0,2016-2017
5467,USC,2017-04-27,0,2016-2017
5468,USC,2017-04-28,0,2016-2017
5469,USC,2017-05-02,0,2016-2017
5470,USC,2017-05-03,0,2016-2017
5471,USC,2017-05-04,0,2016-2017
5472,USC,2017-05-06,0,2016-2017
5473,USC,2017-05-08,0,2016-2017
5474,USC,2017-05-12,0,2016-2017
5475,USC,2017-05-16,0,2016-2017
5476,USC,2017-05-17,0,2016-2017
5477,USC,2017-05-19,0,2016-2017
5478,USC,2017-05-23,0,2016-2017
5479,USC,2017-05-24,0,2016-2017
5480,USC,2017-05-25,0,2016-2017
5481,USC,2017-05-30,0,2016-2017
5482,USC,2017-05-31,0,2016-2017
5483,USC,2017-06-06,0,2016-2017
5484,USC,2017-06-07,0,2016-2017
5485,USC,2017-06-08,0,2016-2017
5486,USC,2017-06-09,0,2016-2017
5487,USC,2017-06-13,0,2016-2017
5488,USC,2017-06-14,0,2016-2017
5489,USC,2017-06-20,0,2016-2017
5490,USC,2017-06-21,0,2016-2017
5491,USC,2017-06-25,0,2016-2017
5492,USC,2017-06-27,0,2016-2017
5493,USC,2017-06-28,0,2016-2017
5494,USC,2017-06-30,0,2016-2017
5495,USC,2017-07-04,0,2016-2017
5496,USC,2017-07-06,0,2016-2017
5497,USC,2017-07-17,0,2016-2017
5498,USC,2017-07-19,0,2016-2017
5499,USC,2017-07-20,0,2016-2017
5500,USC,2017-07-21,0,2016-2017
5501,USC,2017-07-23,0,2016-2017
5502,USC,2017-07-26,0,2016-2017
5503,USC,2017-07-29,0,2016-2017
5504,USC,2017-07-30,0,2016-2017
5505,USC,2017-07-31,0,2016-2017
5506,USC,2017-08-02,0,2017-2018
5507,USC,2017-08-10,0,2017-2018
5508,USC,2017-08-11,0,2017-2018
5509,USC,2017-08-12,0,2017-2018
5510,USC,2017-08-13,0,2017-2018
5511,USC,2017-08-14,0,2017-2018
5512,USC,2017-08-15,0,2017-2018
5513,USC,2017-08-16,0,2017-2018
5514,USC,2017-08-17,0,2017-2018
5515,USC,2017-08-19,0,2017-2018
5516,USC,2017-08-20,0,2017-2018
5517,USC,2017-08-21,0,2017-2018
5518,USC,2017-08-22,0,2017-2018
5519,USC,2017-08-23,0,2017-2018
5520,USC,2017-08-24,0,2017-2018
5521,USC,2017-08-25,0,2017-2018
5522,USC,2017-08-27,0,2017-2018
5523,USC,2017-08-28,0,2017-2018
5524,USC,2017-08-29,0,2017-2018
5525,USC,2017-08-30,0,2017-2018
5526,USC,2017-08-31,0,2017-2018
5527,USC,2017-09-01,0,2017-2018
5528,USC,2017-09-02,0,2017-2018
5529,USC,2017-09-04,0,2017-2018
5530,USC,2017-09-06,0,2017-2018
5531,USC,2017-09-07,0,2017-2018
5532,USC,2017-09-08,0,2017-2018
5533,USC,2017-09-09,0,2017-2018
5534,USC,2017-09-11,0,2017-2018
5535,USC,2017-09-12,0,2017-2018
5536,USC,2017-09-13,0,2017-2018
5537,USC,2017-09-14,0,2017-2018
5538,USC,2017-09-15,0,2017-2018
5539,USC,2017-09-16,0,2017-2018
5540,USC,2017-09-17,0,2017-2018
5541,USC,2017-09-18,0,2017-2018
5542,USC,2017-09-19,0,2017-2018
5543,USC,2017-09-20,0,2017-2018
5544,USC,2017-09-21,0,2017-2018
5545,USC,2017-09-22,0,2017-2018
5546,USC,2017-09-23,0,2017-2018
5547,USC,2017-09-25,0,2017-2018
5548,USC,2017-09-26,0,2017-2018
5549,USC,2017-09-27,0,2017-2018
5550,USC,2017-09-28,0,2017-2018
5551,USC,2017-09-29,0,2017-2018
5552,USC,2017-10-01,0,2017-2018
5553,USC,2017-10-02,0,2017-2018
5554,USC,2017-10-03,0,2017-2018
5555,USC,2017-10-04,0,2017-2018
5556,USC,2017-10-05,0,2017-2018
5557,USC,2017-10-06,0,2017-2018
5558,USC,2017-10-07,0,2017-2018
5559,USC,2017-10-08,0,2017-2018
5560,USC,2017-10-09,0,2017-2018
5561,USC,2017-10-10,0,2017-2018
5562,USC,2017-10-11,1,2017-2018
5563,USC,2017-10-12,0,2017-2018
5564,USC,2017-10-13,0,2017-2018
5565,USC,2017-10-14,0,2017-2018
5566,USC,2017-10-15,0,2017-2018
5567,USC,2017-10-16,0,2017-2018
5568,USC,2017-10-17,0,2017-2018
5569,USC,2017-10-18,0,2017-2018
5570,USC,2017-10-19,0,2017-2018
5571,USC,2017-10-20,0,2017-2018
5572,USC,2017-10-21,0,2017-2018
5573,USC,2017-10-22,0,2017-2018
5574,USC,2017-10-23,0,2017-2018
5575,USC,2017-10-24,0,2017-2018
5576,USC,2017-10-25,0,2017-2018
5577,USC,2017-10-26,0,2017-2018
5578,USC,2017-10-27,0,2017-2018
5579,USC,2017-10-28,0,2017-2018
5580,USC,2017-10-29,0,2017-2018
5581,USC,2017-10-30,0,2017-2018
5582,USC,2017-10-31,0,2017-2018
5583,USC,2017-11-01,0,2017-2018
5584,USC,2017-11-02,0,2017-2018
5585,USC,2017-11-03,0,2017-2018
5586,USC,2017-11-04,0,2017-2018
5587,USC,2017-11-05,0,2017-2018
5588,USC,2017-11-06,0,2017-2018
5589,USC,2017-11-07,0,2017-2018
5590,USC,2017-11-08,0,2017-2018
5591,USC,2017-11-09,0,2017-2018
5592,USC,2017-11-10,0,2017-2018
5593,USC,2017-11-11,0,2017-2018
5594,USC,2017-11-12,0,2017-2018
5595,USC,2017-11-13,0,2017-2018
5596,USC,2017-11-14,0,2017-2018
5597,USC,2017-11-15,0,2017-2018
5598,USC,2017-11-16,0,2017-2018
5599,USC,2017-11-17,0,2017-2018
5600,USC,2017-11-18,0,2017-2018
5601,USC,2017-11-19,0,2017-2018
5602,USC,2017-11-20,0,2017-2018
5603,USC,2017-11-21,0,2017-2018
5604,USC,2017-11-22,0,2017-2018
5605,USC,2017-11-25,0,2017-2018
5606,USC,2017-11-26,0,2017-2018
5607,USC,2017-11-27,0,2017-2018
5608,USC,2017-11-28,0,2017-2018
5609,USC,2017-11-29,0,2017-2018
5610,USC,2017-11-30,0,2017-2018
5611,USC,2017-12-01,0,2017-2018
5612,USC,2017-12-02,0,2017-2018
5613,USC,2017-12-05,0,2017-2018
5614,USC,2017-12-06,0,2017-2018
5615,USC,2017-12-08,0,2017-2018
5616,USC,2017-12-12,0,2017-2018
5617,USC,2017-12-16,0,2017-2018
5618,USC,2017-12-27,0,2017-2018
5619,USC,2017-12-29,0,2017-2018
5620,USC,2017-12-30,0,2017-2018
5621,USC,2018-01-03,0,2017-2018
5622,USC,2018-01-05,0,2017-2018
5623,USC,2018-01-08,0,2017-2018
5624,USC,2018-01-09,1,2017-2018
5625,USC,2018-01-10,0,2017-2018
5626,USC,2018-01-11,0,2017-2018
5627,USC,2018-01-12,0,2017-2018
5628,USC,2018-01-17,0,2017-2018
5629,USC,2018-01-18,1,2017-2018
5630,USC,2018-01-19,0,2017-2018
5631,USC,2018-01-21,0,2017-2018
5632,USC,2018-01-22,0,2017-2018
5633,USC,2018-01-23,0,2017-2018
5634,USC,2018-01-24,0,2017-2018
5635,USC,2018-01-25,0,2017-2018
5636,USC,2018-01-26,0,2017-2018
5637,USC,2018-01-29,0,2017-2018
5638,USC,2018-01-30,0,2017-2018
5639,USC,2018-01-31,0,2017-2018
5640,USC,2018-02-01,0,2017-2018
5641,USC,2018-02-02,0,2017-2018
5642,USC,2018-02-05,0,2017-2018
5643,USC,2018-02-06,0,2017-2018
5644,USC,2018-02-07,0,2017-2018
5645,USC,2018-02-08,0,2017-2018
5646,USC,2018-02-09,0,2017-2018
5647,USC,2018-02-11,0,2017-2018
5648,USC,2018-02-12,0,2017-2018
5649,USC,2018-02-13,0,2017-2018
5650,USC,2018-02-14,0,2017-2018
5651,USC,2018-02-15,0,2017-2018
5652,USC,2018-02-16,0,2017-2018
5653,USC,2018-02-20,0,2017-2018
5654,USC,2018-02-21,0,2017-2018
5655,USC,2018-02-22,0,2017-2018
5656,USC,2018-02-23,0,2017-2018
5657,USC,2018-02-25,0,2017-2018
5658,USC,2018-02-26,0,2017-2018
5659,USC,2018-02-27,0,2017-2018
5660,USC,2018-02-28,0,2017-2018
5661,USC,2018-03-01,0,2017-2018
5662,USC,2018-03-02,0,2017-2018
5663,USC,2018-03-03,0,2017-2018
5664,USC,2018-03-04,0,2017-2018
5665,USC,2018-03-05,0,2017-2018
5666,USC,2018-03-06,0,2017-2018
5667,USC,2018-03-07,0,2017-2018
5668,USC,2018-03-08,0,2017-2018
5669,USC,2018-03-12,0,2017-2018
5670,USC,2018-03-16,0,2017-2018
5671,USC,2018-03-17,0,2017-2018
5672,USC,2018-03-19,0,2017-2018
5673,USC,2018-03-20,0,2017-2018
5674,USC,2018-03-21,0,2017-2018
5675,USC,2018-03-22,0,2017-2018
5676,USC,2018-03-23,0,2017-2018
5677,USC,2018-03-25,0,2017-2018
5678,USC,2018-03-26,0,2017-2018
5679,USC,2018-03-27,0,2017-2018
5680,USC,2018-03-28,0,2017-2018
5681,USC,2018-03-29,0,2017-2018
5682,USC,2018-03-30,0,2017-2018
5683,USC,2018-04-01,0,2017-2018
5684,USC,2018-04-02,0,2017-2018
5685,USC,2018-04-03,0,2017-2018
5686,USC,2018-04-04,0,2017-2018
5687,USC,2018-04-05,0,2017-2018
5688,USC,2018-04-06,0,2017-2018
5689,USC,2018-04-09,0,2017-2018
5690,USC,2018-04-10,0,2017-2018
5691,USC,2018-04-11,0,2017-2018
5692,USC,2018-04-12,0,2017-2018
5693,USC,2018-04-13,0,2017-2018
5694,USC,2018-04-15,0,2017-2018
5695,USC,2018-04-16,0,2017-2018
5696,USC,2018-04-17,0,2017-2018
5697,USC,2018-04-18,0,2017-2018
5698,USC,2018-04-19,0,2017-2018
5699,USC,2018-04-20,0,2017-2018
5700,USC,2018-04-22,0,2017-2018
5701,USC,2018-04-23,0,2017-2018
5702,USC,2018-04-24,0,2017-2018
5703,USC,2018-04-25,0,2017-2018
5704,USC,2018-04-26,0,2017-2018
5705,USC,2018-04-27,0,2017-2018
5706,USC,2018-05-01,0,2017-2018
5707,USC,2018-05-02,0,2017-2018
5708,USC,2018-05-12,0,2017-2018
5709,USC,2018-05-15,0,2017-2018
5710,USC,2018-05-16,0,2017-2018
5711,USC,2018-05-18,0,2017-2018
5712,USC,2018-05-22,0,2017-2018
5713,USC,2018-05-23,0,2017-2018
5714,USC,2018-05-24,0,2017-2018
5715,USC,2018-05-25,0,2017-2018
5716,USC,2018-05-29,0,2017-2018
5717,USC,2018-05-30,0,2017-2018
5718,USC,2018-05-31,0,2017-2018
5719,USC,2018-06-05,0,2017-2018
5720,USC,2018-06-06,0,2017-2018
5721,USC,2018-06-09,0,2017-2018
5722,USC,2018-06-11,0,2017-2018
5723,USC,2018-06-12,0,2017-2018
5724,USC,2018-06-13,0,2017-2018
5725,USC,2018-06-19,0,2017-2018
5726,USC,2018-06-20,0,2017-2018
5727,USC,2018-06-27,0,2017-2018
5728,USC,2018-07-02,0,2017-2018
