school,date,count,school_year,month
LIU,2021-02-15,0,2020-2021,2021-02
LIU,2021-02-17,0,2020-2021,2021-02
LIU,2021-02-19,0,2020-2021,2021-02
LIU,2021-02-24,0,2020-2021,2021-02
LIU,2021-02-25,0,2020-2021,2021-02
LIU,2021-02-26,0,2020-2021,2021-02
LIU,2021-03-12,0,2020-2021,2021-03
LIU,2021-03-17,0,2020-2021,2021-03
LIU,2021-03-18,0,2020-2021,2021-03
LIU,2021-03-24,0,2020-2021,2021-03
LIU,2021-03-25,0,2020-2021,2021-03
LIU,2021-03-26,0,2020-2021,2021-03
LIU,2021-03-03,0,2020-2021,2021-03
LIU,2021-03-04,0,2020-2021,2021-03
LIU,2021-04-15,0,2020-2021,2021-04
LIU,2021-04-16,0,2020-2021,2021-04
LIU,2021-04-02,0,2020-2021,2021-04
LIU,2021-04-23,0,2020-2021,2021-04
LIU,2021-04-24,0,2020-2021,2021-04
LIU,2021-04-28,0,2020-2021,2021-04
LIU,2021-04-29,0,2020-2021,2021-04
LIU,2021-04-09,0,2020-2021,2021-04
LIU,2021-05-01,0,2020-2021,2021-05
LIU,2021-09-15,0,2021-2022,2021-09
LIU,2021-09-16,0,2021-2022,2021-09
LIU,2021-09-17,0,2021-2022,2021-09
LIU,2021-09-30,0,2021-2022,2021-09
LIU,2022-10-14,0,2022-2023,2022-10
LIU,2022-10-27,0,2022-2023,2022-10
LIU,2022-10-03,0,2022-2023,2022-10
LIU,2022-10-31,0,2022-2023,2022-10
LIU,2022-11-10,0,2022-2023,2022-11
LIU,2022-12-21,0,2022-2023,2022-12
LIU,2022-12-06,1,2022-2023,2022-12
LIU,2022-02-01,0,2021-2022,2022-02
LIU,2022-02-10,0,2021-2022,2022-02
LIU,2022-02-24,0,2021-2022,2022-02
LIU,2022-04-11,0,2021-2022,2022-04
LIU,2022-04-12,0,2021-2022,2022-04
LIU,2022-04-13,0,2021-2022,2022-04
LIU,2022-04-15,0,2021-2022,2022-04
LIU,2022-04-22,0,2021-2022,2022-04
LIU,2022-04-23,0,2021-2022,2022-04
LIU,2022-05-10,0,2021-2022,2022-05
LIU,2022-09-19,0,2022-2023,2022-09
LIU,2023-02-19,1,2022-2023,2023-02
LIU,2023-02-03,0,2022-2023,2023-02
LIU,2023-02-04,0,2022-2023,2023-02
LIU,2023-03-24,1,2022-2023,2023-03
LIU,2023-03-04,0,2022-2023,2023-03
LIU,2023-04-06,1,2022-2023,2023-04
LIU,2023-05-04,0,2022-2023,2023-05
