school,date,count,school_year,month
CMU,2022-10-31,1,2022-2023,2022-10
CMU,2022-11-07,1,2022-2023,2022-11
CMU,2022-11-14,1,2022-2023,2022-11
CMU,2022-11-21,1,2022-2023,2022-11
CMU,2022-12-05,1,2022-2023,2022-12
CMU,2023-01-30,1,2022-2023,2023-01
CMU,2023-02-06,1,2022-2023,2023-02
CMU,2023-02-13,1,2022-2023,2023-02
CMU,2023-02-20,1,2022-2023,2023-02
CMU,2023-02-27,1,2022-2023,2023-02
CMU,2023-03-20,1,2022-2023,2023-03
CMU,2023-03-27,1,2022-2023,2023-03
CMU,2023-04-03,1,2022-2023,2023-04
CMU,2023-04-10,1,2022-2023,2023-04
CMU,2023-04-17,1,2022-2023,2023-04
CMU,2023-04-24,1,2022-2023,2023-04
CMU,2023-05-01,1,2022-2023,2023-05
